Country,Job_Title,Highest_Salary
Canada,"Executive  Assistant",84000
Canada,"Community Engagement Coordinator",83720
Canada,"Manager, Parliamentary Education & Heritage",83175
Canada,"Cro Manager",83000
Canada,Illustrator,83000
Canada,"Training Coordinator",83000
Canada,"Chef And Recipe Developer",82500
Canada,"Credit Analyst",82000
Canada,"Environmental Scientist",82000
Canada,"Business Services Supervisor",82000
Canada,"Manager, Strategic And Operational Projects",82000
Canada,"Manager, Employer Brand",82000
Canada,"Logistics Coordinator",82000
Canada,"Market Development Rep",82000
Canada,Psychometrist,82000
Canada,"Program Officer",82000
Canada,"Labour Relations Advisor",82000
Canada,"Legislative Services Coordinator",81000
Canada,"Assistant Team Lead",81000
Canada,"Lab Coordinator (Manager)",80718
Canada,"Group Retirement Plan Consultant",80340
Canada,"Food Processing Inspector",80000
Canada,"Assistant Manager",80000
Canada,"Project Administrator",80000
Canada,"Recruitment Team Lead",80000
Canada,"Avionics Systems Technician - Supervisor",80000
Canada,"Senior Trade Policy Analyst",80000
Canada,"Science And Technology Policy Analyst",80000
Canada,"Special Education Teacher",80000
Canada,"Public Affairs Consultant",80000
Canada,"IT Asset Management Specialist",80000
Canada,"Training Manager (Transformation)",80000
Canada,"Advisor Internal Digital Communication Systems",80000
Canada,"Project Leader",80000
Canada,"Sales Consultant",80000
Canada,"COO (Chief Operating Officer)",80000
Canada,"College Professor",80000
Canada,"Solution Engineer",80000
Canada,"Research Associate",80000
Canada,"Risk Analyst",80000
Canada,"Research Officer",80000
Canada,"Chief Of Staff (To A University Senior Administrator)",80000
Canada,"Licensed Assistant",80000
Canada,"Food Safety & Quality Assurance Manager",80000
Canada,"Nursing Instructor",80000
Canada,"Pr & Communications Manager",80000
Canada,"Policy Manager",80000
Canada,"Senior Development Officer",80000
Canada,"Rotational Analyst",80000
Canada,"Training And Quality Assurance Supervisor",80000
Canada,"Contract Manager",80000
Canada,"Environmental Risk Assessor",80000
Canada,"Warehouse Supervisor",80000
Canada,"Systems Librarian",80000
Canada,"Event Coordinator",79612
Canada,"Legal Assistant",79040
Canada,"Manager, Governance And Volunteers",79000
Canada,"Manager Of Executive Office And Administration",79000
Canada,"Assistant Production Manager",79000
Canada,"Speech Language Pathologist",79000
Canada,"Intermediate Data Analyst",79000
Canada,"Customer Support",79000
Canada,"Legislative Auditor",78900
Canada,"Coordinator, Volunteer Resources",78728
Canada,Clerk,78500
Canada,"Urban Planner",78500
Canada,"Research And Development Scientist",78404
Canada,"Learning Advisor",78000
Canada,"Asset Manager",78000
Canada,"Procurement Specialist",78000
Canada,"Associate Director",78000
Canada,"Team Lead Inbound Scheduling",78000
Canada,"Student Recruitment",78000
Canada,"Palliative Care/Emergency Department Social Worker",78000
Canada,"Case Manager",78000
Canada,"Records Management Analyst",78000
Canada,"Education Advisor",78000
Canada,"Operations Officer",78000
Canada,"Hardware Engineer",78000
Canada,"Youth Librarian",77748
Canada,"Program Office",77668
Canada,"Senior Tax Accountant",77500
Canada,"Marketing Campaign Manager",77500
Canada,"Sustainability Analyst",77077
Canada,"Content Marketing Manager",77000
Canada,"Communications Officer",77000
Canada,"Internship Coordinator",77000
Canada,"Instructional Designer",77000
Canada,"Flight Dynamics Analyst",77000
Canada,"Records Information Analyst",77000
Canada,"Executive Assistant",76900
Canada,"Issues And Media Relations Coordinator",76361
Canada,"Head Of Community",76162
Canada,"Client Care Manager",76050
Canada,"Aquatic Supervisor",76000
Canada,"Corporate Paralegal",76000
Canada,"Support Manager",76000
Canada,"Organisational Psychologist",76000
Canada,"Quality Of Life Senior Supervisr",75795
Canada,"Principal Investigator - Biologist",75400
Canada,Paralegal,75100
Canada,"Environmental Specialist",75000
Canada,"Accounting Analyst",75000
Canada,"Office Manager And Bookkeeper",75000
Canada,"Physical Security Specialist",75000
Canada,"Senior Brand Manager",75000
Canada,"Fund Administrator",75000
Canada,"GIS (Geographic Information Systems) Manager",75000
Canada,"System Analyst",75000
Canada,"International Academic Advisor",75000
Canada,"Information Solutions Coordinator",75000
Canada,"Theatrical Costume Cutter",75000
Canada,"Scrum Master",75000
Canada,"Education Program Coordinator",75000
Canada,Steward,75000
Canada,"Software Tester",75000
Canada,"ESL Teacher",75000
Canada,"Secondary School Educator",75000
Canada,"Executive Administrative Assistant",75000
Canada,"Teaching And Learning Librarian / Coordinator Of Reference Services",75000
Canada,"Senior Geographic Information Systems (GIS) Analyst",75000
Canada,"Bylaw Enforcement Officer",75000
Canada,"Director of  Learning Resource Development",75000
Canada,"Underwriting Manager",75000
Canada,"Graphic Designer",75000
Canada,"Sr. Software Qa Analyst",75000
Canada,"Applications Engineer",75000
Canada,"Laboratory Technologist",74997
Canada,"Project Coordinator",74607
Canada,"Content Producer",74500
Canada,"HR Coordinator/Lead",74500
Canada,"Admissions Assessor",74482
Canada,"Metadata Librarian",74321
Canada,"Managing Director",74020
Canada,"Community Librarian",74000
Canada,Resident,74000
Canada,"Senior Edotor",74000
Canada,"Digital Communications Specialist",74000
Canada,"Communications And Projects Coordinator",74000
Canada,"Database Administrator",73599
Canada,"Western Sales Manager",73500
Canada,"Labour Relations Officer",73320
Canada,"Workforce Planning Manager",73185
Canada,"Senior Information Security Specialist",73000
Canada,"Graduate Recruitment Officer",73000
Canada,"Director Of Education",73000
Canada,"Senior Research Analyst",73000
Canada,"Senior Accountant",73000
Canada,"Actuarial Analyst",73000
Canada,"Environmental Technologist",73000
Canada,"Regional Business Manager",73000
Canada,"ED(Executive Director)",72800
Canada,"Executive Assistant/Development Coordinator",72800
Canada,"Contract Specialist",72775
Canada,"Account Manager",72600
Canada,"Farm Site Manager",72100
Canada,"Sr. Associate",72000
Canada,"Executive Director",72000
Canada,"Benefits Advisor",72000
Canada,"Pension Advisory Officer",72000
Canada,"Media Coordinator",72000
Canada,"Business Intelligence Lead",72000
Canada,"Human Resources Specialist",72000
Canada,"Operations/Regulatory Manager",72000
Canada,"Senior Manager Events",72000
Canada,"Senior Paid Ads Manager",72000
Canada,"Creative Director",72000
Canada,"Digital Project Manager",72000
Canada,"HR  Associate",72000
Canada,"HR  Generalist",72000
Canada,"Minister (United Church)",72000
Canada,"Technical Advisor",72000
Canada,"Curator Of Education & Public Programs",72000
Canada,"Information Reporting Analyst",72000
Canada,"Kindergarten Teacher",72000
Canada,"Product Marketing Specialist",72000
Canada,"Program Administrator",71514
Canada,"Client Service Manager",71500
Canada,"Web Applications Developer",71500
Canada,"Career Advisor",71000
Canada,"Senior Project Coordinator",71000
Canada,"HR  Advisor",70500
Canada,"Manufacturing Planner",70000
Canada,"Research Analyst",70000
Canada,"Digital Asset Manager",70000
Canada,"Manager Of Community And Family Services",70000
Canada,"Case Officer",70000
Canada,"Customer Success Engineer",70000
Canada,"Team Lead, Payment Services",70000
Canada,"Systems Admin",70000
Canada,"Full-Stack Javascript Developer",70000
Canada,"Manager, Research And Strategy",70000
Canada,"Product Marketing Lead",70000
Canada,"Production Manager",70000
Canada,"Career Education Specialist",70000
Canada,"Od Consultant",70000
Canada,"Architectural Designer",70000
Canada,"Health And Wellness Promoter",70000
Canada,"Water Management Engineer (In Training)",70000
Canada,"Mechanical Specialist",70000
Canada,"Commercial Underwriter",70000
Canada,"Biologist/Environmental Permitting",70000
Canada,"Online Instructor",70000
Canada,"Indigenous Consultation & Engagement Administrator",70000
Canada,Dietitian,70000
Canada,Nurse,70000
Canada,"Geospatial Analyst",70000
Canada,"Marketing And Communications Coordinator",70000
Canada,"Architectural Technologist",70000
Canada,"Administrative Coordinator",69870
Canada,"Senior Communications Advisor",69422
Canada,"Concept Artist",69120
Canada,"Condominium Manager",69100
Canada,"Motion Designer",69000
Canada,"Comminications Specialist",69000
Canada,"Engineering Forester",68500
Canada,"Quality Assurance / Learning Management System Specialist",68150
Canada,Journalist,68000
Canada,"Development Officer Monthly Giving",68000
Canada,"Marketing Strategist",68000
Canada,"Inside Sales",68000
Canada,"Social Media Manager",68000
Canada,"Senior Communications Specialist",68000
Canada,"Controls System Designer",68000
Canada,"User Research Analyst",68000
Canada,Scriptwriter,68000
Canada,"Marketing And Communications Strategist",68000
Canada,"Front-End Developer",68000
Canada,"Photo Editor",67500
Canada,Editor,67500
Canada,"Junior Mechanical Aerospace Engineer",67000
Canada,"Account Specialist",67000
Canada,"Health Information Services Supervisor",67000
Canada,"IT Professional",67000
Canada,"Accessibility And Inclusion Coordinator",67000
Canada,"Business Development Specialist",67000
Canada,Administrator,66842
Canada,"WSIB Specialist",66520
Canada,"Building Energy Engineer",66500
Canada,"Junior Experience Developer",66300
Canada,"Senior Technician (Field Service And Remote)",66000
Canada,"Interpretation Supervisor",66000
Canada,"Analytical Assistant Team Supervisor",65877
Canada,"Internal Auditor",65547
Canada,"Program Analyst",65252
Canada,"Hospital Librarian",65188
Canada,"Process Improvement Analysis",65000
Canada,"Esl Instructor-Adjunct",65000
Canada,"Pension Analyst",65000
Canada,"Character Designer",65000
Canada,"Insurance Broker",65000
Canada,"Customer Support Specialist",65000
Canada,"Senior Account Exec",65000
Canada,"Production Coordinator",65000
Canada,"Dance Teacher/Choreographer",65000
Canada,"Content Strategist",65000
Canada,"Senior Community Manager",65000
Canada,"Geographic Information Systems(GIS)   Technician",65000
Canada,"Marketing Communications Specialist",65000
Canada,"Business Technology Analyst",65000
Canada,"Cloud Developer/Technical Support Specialist",65000
Canada,"Archival Assistant",65000
Canada,"Staff Welfare Specialist",65000
Canada,"Real Estate Law Clerk",65000
Canada,Clinician,65000
Canada,"Undergraduate Administrator And Administrative Coordinator",65000
Canada,"Event Manager",65000
Canada,"Community Success Manager",65000
Canada,"Marketing Coordinator",65000
Canada,"Application Developer",65000
Canada,"QA( Quality Assurance)  Technologist",65000
Canada,"Consulting Analyst",65000
Canada,"Biomedical Engineering Technologist",65000
Canada,"Document Management Clerk",64834
Canada,"Director Of Finance & Operations, Faculty Member",64600
Canada,"Quality Assurance Manager",64500
Canada,"HR  Officer, Systems And Reporting",64304
Canada,"Health Communications",64000
Canada,"Constituency Assistant",64000
Canada,"Academic Advisor",64000
Canada,"EA (Executive Assistant)",64000
Canada,"Payroll Administrator",64000
Canada,"Program Coordinator",64000
Canada,"Accessibility Coordinator",63826
Canada,"Course Administrator",63550
Canada,Geologist,63500
Canada,"Administrative Services",63500
Canada,"Client Service Representative",63189
Canada,"Alumni Relations Officer",63140
Canada,"Event Planner",63000
Canada,"Communications And Fund Development Manager",63000
Canada,"Junior Product Owner",63000
Canada,"Marketing Specialist",63000
Canada,"Safety And Quality Coordinator",63000
Canada,"Placement Coordinator",62940
Canada,"Operations And Process Analyst",62880
Canada,"Laboratory Technician",62608
Canada,"Admin Coordiantor",62572
Canada,"Regional Marketing Manager",62500
Canada,"Associate Business Development",62475
Canada,"Benefits Officer",62150
Canada,"Field Engineer",62000
Canada,"Lab Supervisor",62000
Canada,"Passport Officer",62000
Canada,"Director Of Communication",62000
Canada,"Electrical Cable And Wire Sales",62000
Canada,"Vocational Counsellor",62000
Canada,"Visitor Experience Coordinator",62000
Canada,"Legal Translator",62000
Canada,"Accounting Assistant",62000
Canada,"Administrative Specialist",62000
Canada,"Interior Designer",62000
Canada,"Construction Coordinator",62000
Canada,"Audit And Articulation Officer",62000
Canada,"Communications Coordinator",62000
Canada,"Manufacturing Engineer",61500
Canada,"Policy And Research Lead",61500
Canada,"IT Project Coordinator",61000
Canada,Adjuster,61000
Canada,"Volunteer Coordinator",61000
Canada,"Office Assistant 4",61000
Canada,"Assistant To Members",61000
Canada,"Accounting Manager",60500
Canada,"HR  Assistant",60130
Canada,Developer,60108
Canada,"User Experience(UX) Specialist",60000
Canada,"Program Director",60000
Canada,"Community Resource Coordinator",60000
Canada,"Technical Writer",60000
Canada,"Regional Account Sales Coordinator",60000
Canada,"Income Assistance Worker",60000
Canada,"Resident Physician",60000
Canada,"Adjunct Instructor",60000
Canada,"Technical Associate",60000
Canada,Ecologist,60000
Canada,"Contract Writer",60000
Canada,"User Experience(UX) Writer",60000
Canada,"Employment Services Coordinator",60000
Canada,Chemist,60000
Canada,"Knowledge Management Specialist",60000
Canada,"Quality Assurance Specialist",60000
Canada,"Undergraduate And Graduate Assistant",60000
Canada,"Development Coordinator",60000
Canada,"Business Intelligence Analyst",60000
Canada,Physiotherapist,60000
Canada,"Museum Director Curator",60000
Canada,Advisor,60000
Canada,"Library Service Representative",60000
Canada,"Talent Manager",60000
Canada,"Engineering Information Technologist",60000
Canada,"Assistant Store Manager",60000
Canada,"Sr. Video Editor",60000
Canada,"Office Administrator",60000
Canada,"Office Manager",59600
Canada,"Billing & Accounts Receivable Specialist",59500
Canada,"Senior Financial Services Support",59300
Canada,"Business Operations Coordinator",59195
Canada,"Records Management Coordinator",59000
Canada,"Multimedia Designer",59000
Canada,"Research Librarian",58750
Canada,"Technical Support Engineer",58380
Canada,"Stewardship Forester",58303
Canada,"Postdoctoral Researcher",58000
Canada,"Office Coordinator",58000
Canada,"Data Coordinator",58000
Canada,"Emergency Preparedness Coordinator",58000
Canada,"Payment Services Officer",58000
Canada,"Application Development Analyst",58000
Canada,"Mechanical Engineer In Training",58000
Canada,"Event Officer",58000
Canada,"Digital Content Assistant",57969
Canada,"Medical Writer/Editor",57766
Canada,"Disability Support",57500
Canada,"Licensed Optician",57500
Canada,"Office Manager, Shipping, Purchasing",57500
Canada,"Manager Media Relations",57200
Canada,Publisher,57026
Canada,"Evaluation Lead",57000
Canada,"Scheduling Officsd",57000
Canada,"Digital Project Specialist",57000
Canada,"Executive Assistant To The Ceo",57000
Canada,"Medical Secretary II",57000
Canada,"Technology Support Specialist",57000
Canada,"Administrative Officer",57000
Canada,"Human Resources Coordinator",57000
Canada,Scheduler,57000
Canada,"Solid Waste Technician",57000
Canada,"Admin  Assistant",56500
Canada,"Client Support Specialist",56200
Canada,"Revenue Accountant",56000
Canada,"Finance Officer",56000
Canada,Officer,56000
Canada,"Development Manager",56000
Canada,"Crisis Line Manager",56000
Canada,"Administrative Assistant",55700
Canada,"Content Writer",55600
Canada,"Personal Lines Account Manager",55500
Canada,"Marketing & Publicity Director",55200
Canada,Intern,55120
Canada,"Customer Care Coordinator",55000
Canada,"Database Assistant",55000
Canada,"Library Assistant",55000
Canada,"Customer Support Technician",55000
Canada,"Real Estate Appraiser",55000
Canada,"HR  Administrator",55000
Canada,"Environmental Health Technician",55000
Canada,"Associate Archivist",55000
Canada,"Executive Assistant And Social Media Manager",55000
Canada,"Documentation Specialist",55000
Canada,"Veterinary Technician",55000
Canada,"Technical Trainer",55000
Canada,"Forecasting Analyst",55000
Canada,Dispatcher,55000
Canada,"Junior Animator",55000
Canada,"Management Trainee",55000
Canada,Underwriter,55000
Canada,"Manager Of Member And Clinic Services",55000
Canada,"Admin/Marketing Coordinator",55000
Canada,"Development Assistant",54800
Canada,"Long Term Occasional Teacher",54599
Canada,"Project Assistant",54400
Canada,"Member Support Coordinator",54080
Canada,"Staff Scheduling Supervisor",54080
Canada,"Book Keeper",54000
Canada,"Success Coach",54000
Canada,"Senior Designer",54000
Canada,"User Experience (UX)/User Interface(UI)i Designer",54000
Canada,"Funding And Program Coordinator",54000
Canada,"Payment Service Officer",54000
Canada,"Trade Development Coordinator",54000
Canada,"Constituency Assistant For An Mla",54000
Canada,"Affiliate Account Manager",53500
Canada,"Scheduling Administrator",53310
Canada,"Project Coordinator - Communications",53000
Canada,"Manager, Learning Delivery",53000
Canada,"Manager, Access Services",53000
Canada,"Customs Broker",53000
Canada,"Underwriting Support",53000
Canada,"Sous Chef",53000
Canada,"Application Specialist",52500
Canada,"Marketing & Communications Coordinator",52500
Canada,"Freelance Translator",52500
Canada,"Account Representative",52260
Canada,"Human Resources Assistant",52150
Canada,"Employment And Income Assistance Case Counsellor",52000
Canada,"Prepress Operator",52000
Canada,"Business Development Coordinator",52000
Canada,"Research Assistant",52000
Canada,"Regional Administrative Secretary",52000
Canada,"Executive Secretary (Admin.)",52000
Canada,"Administrative Secretary",52000
Canada,"Lead Caretaker",52000
Canada,"Youth Programs Coordinator",52000
Canada,"Document Control",52000
Canada,"Administrative Information Management Specialist Supervisor / Atip Coordinator",52000
Canada,"HR  Coordinator",52000
Canada,"Operations Manager, Call Center",52000
Canada,"Global Communications Coordinator",52000
Canada,"Guidance Counselor",52000
Canada,Driver,52000
Canada,"Assistant Editor",52000
Canada,"Administrative Support",51454
Canada,"Education Coordinator",51000
Canada,"Junior Underwriter",51000
Canada,"Materials Coordinator",51000
Canada,"Manager, Volunteer Programs",51000
Canada,"Admin / Data Entry",51000
Canada,"Benefits Administrator",51000
Canada,"Assistant Digital Marketing Manager",51000
Canada,"Support Specialist",51000
Canada,"Office And Accounting Manager",50960
Canada,"Student Recruiter, National",50424
Canada,"Fundraising And Communications Manager",50300
Canada,"Enrollment Coordinator",50271
Canada,"Grants And Operations Manager",50212
Canada,"Quality Assurance Support Specialist",50200
Canada,"Addictions Case Manager",50000
Canada,"Events Coordinator",50000
Canada,"Direct Support Worker",50000
Canada,"Office Managet",50000
Canada,"Sales Enablement Manager",50000
Canada,"Employment Coach",50000
Canada,"Content Team Manager",50000
Canada,"Program Assistant",50000
Canada,"Credentialing Coordinator",50000
Canada,"Sales Administrator",50000
Canada,"Social Media And Content Coordinator",50000
Canada,Drafter,50000
Canada,"Technical Analyst",50000
Canada,"Library Technician",50000
Canada,"Legislative Assistant",50000
Canada,"Private Investigator",50000
Canada,"Associate Investment Advisor",50000
Canada,"Sales Coordinator",50000
Canada,"Guest Services Associate",50000
Canada,"Hearing Instrument Specialist",50000
Canada,"Sales And Service",49400
Canada,"Case Assistant",49171
Canada,"Front Office Manager",49000
Canada,"Communications Administrator",49000
Canada,"Team Leader",48900
Canada,"Instructional Assistant",48308
Canada,"Print And Mail Clerk",48000
Canada,"Assistant Controller",48000
Canada,"Alumni Relations Coordinator",48000
Canada,"Loan Servicing Officer",48000
Canada,"Intermediate Underwriter",48000
Canada,"Production Co-Ordinator",48000
Canada,"Municipal Accounting Clerk",48000
Canada,"Policy Officer",48000
Canada,"Service Desk Lead",48000
Canada,"Relief Clerk",47840
Canada,"Helpdesk Analyst",47840
Canada,"Accounting Clerk",47840
Canada,"Community Manager",47840
Canada,"Shelter Coordinator",47840
Canada,"Emergency Duty Worker",47800
Canada,"Assistant Branch Manager",47750
Canada,"Audiology Technician/Newborn Hearing Screener",47000
Canada,"Account Officer",47000
Canada,"Marketing Project Manager",47000
Canada,"Customer Support Rep",47000
Canada,"Customer Service Assistant",47000
Canada,Receptionist,46865
Canada,"Sales Assistant",46000
Canada,"Production Designer",46000
Canada,"Shipping Coordinator",46000
Canada,"Bookstore Manager",45760
Canada,"Collections Officer",45300
Canada,"Articling Student, Accounting",45000
Canada,"Customer Service Specialist",45000
Canada,"News Anchor",45000
Canada,"Postdoctoral Fellow",45000
Canada,"E-Commerce Manager",45000
Canada,"Guest Services Manager",45000
Canada,"Original Programming Coordinator",45000
Canada,"Project Coordinator, Materials Development",45000
Canada,"Sessional Instructor",45000
Canada,"Digital Marketing Specialist",45000
Canada,"Project Manager/Head Of Content",44850
Canada,"Phd Student In Biomedical Engineering",44000
Canada,"Registered Kinesiologist",44000
Canada,"Manager Of Education Services",44000
Canada,"Senior Records Clerk",43900
Canada,Labourer/Carpenter,43580
Canada,"Office Administrator/Tenant Coordinator",43187
Canada,Representative,43000
Canada,"Grad Program Coordinator",43000
Canada,Baker,43000
Canada,"Supply Chain Analyst",43000
Canada,"Marine Biologist",43000
Canada,"Projects Coordinator",43000
Canada,Specialist,42684
Canada,"Senior Customer Service Rep",42500
Canada,"Support Advisor",42500
Canada,"Quality Assurance",42500
Canada,"Data Admin",42500
Canada,"Reports Analysis",42500
Canada,Assistant,42000
Canada,"Reception / Admin",42000
Canada,"Customer Service Rep",42000
Canada,"Editorial, Design, And Production Coordinator",42000
Canada,"Support Centre Manager",41750
Canada,"Digital Marketing Coordinator",41700
Canada,"Mental Health Peer Worker",41600
Canada,"Subs Payable Administrator",41000
Canada,"Customer Service",41000
Canada,"Commercial Account Manager",40200
Canada,"Admin Support",40000
Canada,"Public Programs Manager",40000
Canada,"Thouroughbred Exercise Rider",40000
Canada,"Intern Software Developer",40000
Canada,"Security Monitor",40000
Canada,"Communications Co-Op Student",40000
Canada,"Funding Coordinator",40000
Canada,"Restaurant General Manager",40000
Canada,Costumer,40000
Canada,"Test Centre Administrator",40000
Canada,Accounting,39520
Canada,"Employment Services Specialist",39000
Canada,"Laboratory Coordinator",39000
Canada,"Bookkeeping /Merchandiser",39000
Canada,"Operations Leader",39000
Canada,"Theatre In Education Director",38975
Canada,"Accounts Payable/Receivable Clerk",38500
Canada,Brewer,38480
Canada,"Store Manager",38000
Canada,"Medical Office Assistant",37500
Canada,"Archives Assistant",37500
Canada,"Optical Receptionist And Frame Stylist",37500
Canada,"Church Administrator",37500
Canada,Budtender,37500
Canada,"Clubs Coordinator",37500
Canada,"HR  Representative",37440
Canada,"Senior Sales Associate",37440
Canada,"Inventory Analyst",37000
Canada,"Administrative Associate",37000
Canada,"Mental Health Peer Support Worker",36672
Canada,"Peer Support Worker",36672
Canada,"Staff Accountant",36000
Canada,"Merchandising Analyst",36000
Canada,"Mailing Operator",36000
Canada,"Front Store Manager",35000
Canada,"Book Shelver",35000
Canada,"Account Assistant",35000
Canada,"Health Informatics",35000
Canada,Freelance,35000
Canada,"Scheduling And Inventory Coordinator",34000
Canada,"Childcare Worker",33800
Canada,"Finance/Administrative Assistant",33320
Canada,"Physiotherapy Assistant",33280
Canada,"Pastry Cook",33280
Canada,Fellow,33000
Canada,"Walmart Cashier",32552
Canada,"Pharmaceutical Development Intern",32400
Canada,"Patient Care Coordinator",32000
Canada,"Customer Service Representative",31500
Canada,Barista,31200
Canada,"Museum Guide - Team Supervisor",31000
Canada,"Sales Associate",30900
Canada,"Technical Support Agent",30368
Canada,"Laboratory Supervisor",30000
Canada,"Data Processing",30000
Canada,"District Sales Manager",30000
Canada,"Centre Director",30000
Canada,"Copy Centre Representative",30000
Canada,"Front Office Supervisor",30000
Canada,"Court Reporter",30000
Canada,"Customs Brokerage Associate",29120
Canada,Packager,28333
Canada,"Outreach Worker",28000
Canada,"Grocery Store Clerk",27248
Canada,"Lighting Lot Pick Manager",27040
Canada,"Replenishment And Presentation Manager",27000
Canada,"Master's Student and Teaching Assistant",26421
Canada,"Graduate Student",26000
Canada,Cook,25000
Canada,"Freelance Writer/Editor",23700
Canada,"Union Clerk",23000
Canada,"Optical Assistant",23000
Canada,Photographer,20000
Canada,"Cashier Assistant",18300
Canada,"Freelance Artist/Illustrator",18000
Canada,"Research Fellow",18000
Canada,"Administrative Assistant (Part Time)",15000
Canada,"Change Management Consultant",118
Canada,"Director Of Prevention And Early Intervention Services",91
Canada,Technician,52
"Cayman Islands","Senior Analyst",81000
Chile,"Customer Project Officer",38000
Chile,"Mathematics Teacher",16200
China,Teacher,120000
China,"Homeroom Teacher",70000
China,"DevOps Engineer",38526
China,"ESL Teacher",32000
Colombia,"Data Engineer",49200
Colombia,"Finance Process Expert",25000
Colombia,"Profesional I",15000
Congo,"Program Manager",84000
Contracts,"Mission Support Specialist",88000
"Costa Rica","Value Stream Manager",78000
"Cote D'Ivoire","HR and Operations Manager",67500
Croatia,Waiter,50000
Croatia,Director,36000
Cuba,"Frontend Engineer",9600
Cyprus,"Senior Management Consultant",21450
Cyprus,Soldier,2975
Danmark,"Lead BI (Business Intelligence) Consultant",110000
Denmark,"Business Development Manager",120000
Denmark,"Freelance Copywriter",120000
Denmark,"Senior Researcher",116000
Denmark,"Principal Product Manager",103000
Denmark,Manager,100000
Denmark,"Associate Project Manager",77924
Denmark,Chemist,72630
Denmark,"Software Engineer",64000
Ecuador,"Petroleum Engineer",84000
"England,United Kingdom","Director of Customer Success",125000
"England,United Kingdom","Senior Software Engineer",115500
"England,United Kingdom","Planning Director",108000
"England,United Kingdom","Principal Service Designer",100000
"England,United Kingdom","Head Of Pricing And Analytics",95000
"England,United Kingdom","Programme Manager",92500
"England,United Kingdom","Associate Director",90000
"England,United Kingdom","Senior Software Developer",86700
"England,United Kingdom","Engineering Director",80000
"England,United Kingdom",Sales,80000
"England,United Kingdom","Assistant Professor",80000
"England,United Kingdom","Agile Coach",80000
"England,United Kingdom","Platform Engineer",80000
"England,United Kingdom",Professor,70000
"England,United Kingdom","Business Analyst",70000
"England,United Kingdom","Senior Devops Engineer",70000
"England,United Kingdom","Site Activation Manager",70000
"England,United Kingdom","Head Of School",67000
"England,United Kingdom","Further Education Funding And Data Consultant",66000
"England,United Kingdom","Marketing Director",65000
"England,United Kingdom","Risk Analyst",62500
"England,United Kingdom","Content Director",60000
"England,United Kingdom","Senior Digital Manager",60000
"England,United Kingdom","Software Development Manager",59000
"England,United Kingdom","Data Scientist",58700
"England,United Kingdom","Senior Data Engineer",58500
"England,United Kingdom","Management Accountant",58000
"England,United Kingdom","Senior Consultant",55000
"England,United Kingdom","Vice President",52000
"England,United Kingdom","Business Development Manager",51000
"England,United Kingdom","Quality Assurance Manager",50000
"England,United Kingdom","Head Of Development",50000
"England,United Kingdom","Machine Learning Engineer",50000
"England,United Kingdom","Software Development Team Lead",49500
"England,United Kingdom","Senior User Experience (UX)  Engineer",49500
"England,United Kingdom","Senior Developer",49000
"England,United Kingdom","Finance Director",48500
"England,United Kingdom","Distribution Centre Manager",48000
"England,United Kingdom","Project Manager",47500
"England,United Kingdom","Product Manager",47000
"England,United Kingdom","Senior Customer Champion",46100
"England,United Kingdom","Data Analysis Manager",46000
"England,United Kingdom","Strategic Ea",46000
"England,United Kingdom","Principal Public Health Intelligence Analyst",45000
"England,United Kingdom",Manager,45000
"England,United Kingdom","Customer Success Manager",44000
"England,United Kingdom","Media Relations Manager",43695
"England,United Kingdom","Consultant Social Worker",43000
"England,United Kingdom","Supply Chain Manager",42300
"England,United Kingdom","Senior Artist Manager",42000
"England,United Kingdom","Publishing Programme Manager",42000
"England,United Kingdom","Digital Content Manager",41206
"England,United Kingdom","Legal PA (Personal Assistant)",41000
"England,United Kingdom","Senior Nurse",41000
"England,United Kingdom",Archivist,40322
"England,United Kingdom","EA (Executive Assistant)",40000
"England,United Kingdom","General Manager",40000
"England,United Kingdom","Engagement Manager",39400
"England,United Kingdom","Senior Planning Policy Officer",39000
"England,United Kingdom","Social Media Specialist",38300
"England,United Kingdom","Station Manager",38000
"England,United Kingdom","Commercial Manager",38000
"England,United Kingdom","Data & Systems Analyst",37840
"England,United Kingdom","Registered Manager",37500
"England,United Kingdom","HR  Manager",37333
"England,United Kingdom","Operations Lead",37050
"England,United Kingdom","Executive Assistant",37000
"England,United Kingdom","Speech And Language Therapist",37000
"England,United Kingdom",Teacher,36961
"England,United Kingdom","Executive And Project Assistant",36000
"England,United Kingdom","IT Manager",35500
"England,United Kingdom","Project Support",35054
"England,United Kingdom","Plant Breeder",35000
"England,United Kingdom","Account Manager",35000
"England,United Kingdom","Accounts Senior",35000
"England,United Kingdom","Chartered Accountant",35000
"England,United Kingdom","Learning And Development Specialist",35000
"England,United Kingdom","PA (Personal Assistant)",34500
"England,United Kingdom","Administration Manager",34500
"England,United Kingdom","Placements Officer",34050
"England,United Kingdom","Assistant Product Manager",33900
"England,United Kingdom","Civil Servant",33000
"England,United Kingdom","Relationship Manager",33000
"England,United Kingdom",Publisher,33000
"England,United Kingdom","Estates Operations Manager",32817
"England,United Kingdom","Social Media & Community Manager",32601
"England,United Kingdom","Clinical Scientist In Nuclear Medicine",32000
"England,United Kingdom","Retail Communications Lead",32000
"England,United Kingdom","Senior Digital Marketing Executive",32000
"England,United Kingdom","Facilities Manager",32000
"England,United Kingdom","Senior Inbound Marketer",32000
"England,United Kingdom","Research Portfolio Manager",32000
"England,United Kingdom","Senior Test Engineer",31500
"England,United Kingdom","Marketing Manager",31000
